Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,Title,FamilySize,Is_Alone,Embarked_C,Embarked_Q,Embarked_S
0,3,1,0.38623104829163113,0,0,-0.4978105183601161,0,0,1,1,False,True,False
1,3,0,1.3713700413713346,1,0,-0.5126599554690081,0,2,2,0,False,False,True
0,2,1,2.5535368330669788,0,0,-0.46453180516733505,0,0,1,1,False,True,False
0,3,1,-0.2048523475561909,0,0,-0.4828876578405313,0,0,1,1,False,False,True
1,3,0,-0.5989079447880722,1,1,-0.4179706178987396,0,2,3,0,False,False,True
0,3,1,-1.2293969003590823,0,0,-0.4728143240564602,0,0,1,1,False,False,True
1,3,0,0.031581010782937916,0,0,-0.5013921481500081,0,1,1,1,False,True,False
0,2,1,-0.28366346700256717,1,1,-0.11868067858089343,0,0,3,0,False,False,True
1,3,0,-0.9141524225735773,0,0,-0.508555407729792,0,2,1,1,True,False,False
0,3,1,-0.6777190642344485,2,0,-0.2055352009857733,0,0,3,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,1,1,1.2925589219249582,0,0,-0.1724051254292727,0,0,1,1,False,False,True
1,1,0,-0.520096825341696,1,0,0.8352273190652948,1,2,2,0,False,False,True
0,2,1,2.632347952513355,1,0,-0.1724051254292727,0,0,2,0,False,False,True
1,1,0,1.3713700413713346,1,0,0.4575140138679743,1,2,2,0,False,False,True
1,2,0,-0.4412857058953197,1,0,-0.14158878271704234,0,2,2,0,True,False,False
0,2,1,0.4256366080148193,0,0,-0.4168513585893984,0,0,1,1,False,True,False
0,3,1,-0.6777190642344485,0,0,-0.5086306219553797,0,0,1,1,True,False,False
1,3,0,-0.2048523475561909,1,0,-0.49609491769075786,0,1,2,0,False,False,True
1,3,0,1.213747802478582,0,0,-0.5086306219553797,0,2,1,1,True,False,False
0,1,1,2.0018589969423446,1,0,0.42572704948268325,0,0,2,0,True,False,False
0,3,1,-1.6234524975909637,0,1,-0.5812338394262795,0,3,2,0,False,False,True
1,1,0,-0.2048523475561909,0,0,-0.07062774250480806,0,2,1,1,False,False,True
0,1,1,-0.6777190642344485,0,1,0.46117085788345397,0,0,2,0,True,False,False
1,1,0,1.4501811608177106,1,3,4.060633582499278,1,2,5,0,True,False,False
0,3,1,1.6078033997104633,1,0,-0.37834883834805993,0,0,2,0,False,False,True
1,1,0,-0.5989079447880722,0,1,0.47191574725312985,1,1,2,0,True,False,False
0,3,1,-0.5595023850648841,0,0,-0.5086306219553797,0,0,1,1,True,False,False
0,1,1,0.8985033246930769,0,0,-0.09181845515670378,1,0,1,1,False,False,True
0,3,1,-0.2048523475561909,2,0,-0.24978265541009842,0,0,3,0,True,False,False
0,2,1,1.6078033997104633,1,0,-0.1724051254292727,0,0,2,0,False,False,True
0,2,1,-0.4412857058953197,2,0,-0.07391030620724402,0,0,3,0,False,False,True
1,3,0,0.2680143691220667,1,2,-0.2695568334800919,0,2,4,0,False,False,True
1,3,0,-0.2048523475561909,1,2,-0.2180709052503951,0,2,4,0,False,False,True
0,1,1,0.031581010782937916,1,0,0.39617860371607466,1,0,2,0,True,False,False
0,3,1,-0.8747468628503892,0,0,-0.508555407729792,0,0,1,1,True,False,False
1,3,0,-0.2048523475561909,0,0,-0.4938563990720754,0,1,1,1,False,False,True
1,3,0,-0.6777190642344485,0,0,-0.4828876578405313,0,1,1,1,False,False,True
0,3,1,-0.3624745864489434,0,0,-0.4678895830953587,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,0.3737182033036623,0,0,1,1,False,False,True
0,3,1,0.7408810858003243,0,1,-0.3977487361050097,0,0,2,0,True,False,False
0,1,1,-0.2048523475561909,0,0,-0.16255564350706983,1,0,1,1,False,False,True
0,3,1,0.8985033246930769,0,0,-0.4974380288619673,0,0,1,1,False,False,True
1,2,0,0.031581010782937916,0,0,-0.4052110617722496,0,2,1,1,False,False,True
1,1,0,1.213747802478582,1,0,0.3031314434044717,1,2,2,0,False,False,True
0,3,1,-0.3624745864489434,0,0,-0.49609491769075786,0,0,1,1,False,False,True
0,1,1,1.213747802478582,0,0,-0.10614497431627161,1,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
1,1,0,2.395914594174226,0,0,0.7282261290922728,1,2,1,1,True,False,False
1,3,0,0.5044477274611955,0,2,-0.3532774298188163,0,2,3,0,False,False,True
0,1,1,-0.4412857058953197,1,0,0.43647193885235913,1,0,2,0,False,False,True
0,2,1,-0.2048523475561909,0,0,-0.368798422513313,0,0,1,1,True,False,False
1,2,0,-0.7565301836808248,2,1,-0.22612957227765199,0,1,4,0,False,False,True
1,1,0,-0.1260412281098146,3,2,4.07182617559269,1,1,6,0,False,False,True
0,2,1,-0.2048523475561909,0,0,-0.359022364001803,0,0,1,1,True,False,False
0,3,1,-1.5446413781445874,4,1,-0.11644215996221095,0,3,6,0,False,True,False
0,3,1,0.4256366080148193,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,3,1,-0.3624745864489434,0,0,-0.5010196586518594,1,0,1,1,False,False,True
0,3,1,-0.2048523475561909,1,0,-0.3496958000289243,0,0,2,0,False,False,True
1,1,0,0.5044477274611955,0,0,4.060633582499278,1,1,1,1,True,False,False
0,3,1,-0.9929635420199536,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,2,1,0.18920324967569047,0,0,-0.3962569872975197,0,0,1,1,False,False,True
0,3,1,-0.9141524225735773,0,0,-0.49922884375691334,0,0,1,1,False,False,True
1,3,0,-0.5989079447880722,0,0,-0.49967654748064977,0,1,1,1,False,True,False
0,1,1,-1.3082080198054586,2,2,4.060633582499278,1,3,5,0,True,False,False
1,2,0,-0.2048523475561909,0,0,-0.2619458701765715,0,2,1,1,False,False,True
1,3,0,-0.9141524225735773,0,0,-0.4969151109126431,0,1,1,1,False,True,False
0,1,1,1.3713700413713346,0,0,0.12128851734186732,0,0,1,1,False,False,True
0,1,1,0.11039213022931418,0,0,-0.12696319747001855,1,0,1,1,True,False,False
1,1,0,2.395914594174226,1,4,4.07182617559269,1,2,6,0,False,False,True
1,3,0,-0.4412857058953197,0,0,-0.49922884375691334,0,1,1,1,False,True,False
0,3,1,-0.6777190642344485,0,0,-0.49661783564008205,0,0,1,1,False,False,True
1,3,0,-0.04723010866343835,0,0,-0.49609491769075786,0,1,1,1,False,False,True
0,1,1,-0.08663566838662648,0,0,-0.14158878271704234,1,0,1,1,True,False,False
1,1,0,0.4256366080148193,0,0,3.149556504695513,1,1,1,1,True,False,False
0,1,1,0.2286088093988786,0,0,3.149556504695513,1,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,1,0,2.0018589969423446,2,0,-0.17777757011411063,1,2,3,0,False,False,True
0,2,1,0.031581010782937916,0,0,-0.4052110617722496,0,0,1,1,False,False,True
1,3,0,-0.4412857058953197,0,0,-0.49922884375691334,0,1,1,1,False,True,False
0,3,1,-1.8598858559300926,1,1,-0.3649929408615529,0,3,3,0,True,False,False
0,1,1,2.9475924302988603,1,0,3.3336379493767994,1,0,2,0,False,False,True
0,1,1,1.528992280264087,0,0,-0.1724051254292727,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,2,1,-0.2048523475561909,0,0,-0.4462511667197265,0,0,1,1,False,True,False
0,3,1,-0.2048523475561909,1,0,-0.3791690315699452,0,0,2,0,True,False,False
1,3,0,-0.2048523475561909,0,0,-0.4969151109126431,0,1,1,1,False,True,False
1,3,0,-0.9141524225735773,0,0,-0.4938563990720754,0,1,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49922884375691334,0,1,1,1,False,True,False
0,2,1,-2.1751303337155976,1,1,-0.22612957227765199,0,3,3,0,False,False,True
1,3,0,-0.5989079447880722,1,0,-0.3890937277177358,0,2,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49878114003317686,0,0,1,1,False,False,True
1,1,0,-0.2048523475561909,1,2,0.29320674725668106,1,2,4,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,1,1,-0.3624745864489434,0,0,-0.1724051254292727,0,0,1,1,True,False,False
0,3,1,-0.3624745864489434,0,0,-0.4984086505350281,0,0,1,1,False,False,True
1,1,0,3.6568925053162467,1,0,0.7740405465496755,1,2,2,0,False,False,True
0,3,1,-0.04723010866343835,0,0,-0.49609491769075786,0,0,1,1,False,False,True
1,3,0,-0.7565301836808248,0,0,-0.49736281463637966,0,1,1,1,False,False,True
0,3,1,0.2680143691220667,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,1,0,1.0561255635858293,1,0,0.35484122349603664,1,2,2,0,True,False,False
0,2,1,-0.2048523475561909,1,0,-0.1724051254292727,0,0,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
0,3,1,-0.28366346700256717,0,0,-0.49878114003317686,0,0,1,1,False,False,True
1,3,0,-1.07177466146633,1,1,-0.4854986659573625,0,2,3,0,True,False,False
0,3,1,-0.1260412281098146,0,0,-0.2346359430286454,0,0,1,1,False,False,True
0,3,1,-0.6777190642344485,0,0,-0.4979609468112916,0,0,1,1,False,True,False
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
0,3,1,-0.2048523475561909,0,0,-0.4819922503930583,0,0,1,1,False,False,True
0,2,1,-0.8747468628503892,0,0,-0.4052110617722496,1,0,1,1,False,False,True
0,2,1,0.8985033246930769,0,0,-0.36857457065144483,0,0,1,1,True,False,False
1,3,0,-0.2048523475561909,0,0,-0.4987059258075891,0,1,1,1,False,True,False
1,1,0,0.5044477274611955,0,0,-0.07070116591550081,1,1,1,1,True,False,False
1,3,0,-0.8747468628503892,0,0,-0.5075865768716262,0,1,1,1,False,True,False
1,1,0,2.632347952513355,1,0,3.3336379493767994,1,2,2,0,False,False,True
0,3,1,-0.9141524225735773,1,0,-0.3791690315699452,0,0,2,0,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.5227332892530793,0,0,1,1,True,False,False
1,3,0,-2.253941453161974,1,1,-0.3389509106592485,1,1,3,0,False,False,True
0,1,1,0.5044477274611955,0,0,0.7094225726953398,1,0,1,1,True,False,False
1,2,0,-0.04723010866343835,1,0,-0.1724051254292727,0,2,2,0,False,False,True
1,2,0,-1.387019139251835,0,0,-0.35596365216123527,0,1,1,1,False,False,True
0,3,1,-0.2048523475561909,1,0,-0.49922884375691334,0,0,2,0,False,True,False
1,1,0,0.4256366080148193,1,0,0.39617860371607466,1,2,2,0,True,False,False
0,3,1,-0.1260412281098146,0,0,-0.5081829182316432,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
1,3,0,-0.9929635420199536,0,1,-0.3496958000289243,0,1,2,0,False,False,True
0,3,1,-0.5989079447880722,0,0,-0.4984086505350281,0,0,1,1,False,False,True
1,3,0,-0.2048523475561909,2,0,-0.22165253504028704,0,1,3,0,False,True,False
0,2,1,0.9773144441394531,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,3,1,0.18920324967569047,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,1,1,1.8442367580495922,0,0,-0.1276347530556233,1,3,1,1,True,False,False
1,3,0,-0.2048523475561909,0,4,-0.1819555412640196,0,2,5,0,False,False,True
0,3,1,-0.2048523475561909,1,0,-0.5227332892530793,0,0,2,0,True,False,False
0,3,1,1.0561255635858293,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.49736281463637966,0,0,1,1,False,False,True
0,3,1,-0.24425790727937902,0,0,-0.5086306219553797,0,0,1,1,True,False,False
0,2,1,-0.28366346700256717,0,0,-0.4052110617722496,0,0,1,1,False,False,True
1,3,0,-0.520096825341696,0,0,-0.4938563990720754,0,1,1,1,False,False,True
0,3,1,0.8196922052467006,1,6,0.20187518761443626,0,0,8,0,False,False,True
1,3,0,-1.5446413781445874,5,2,0.20187518761443626,0,1,8,0,False,False,True
1,1,0,0.2680143691220667,0,0,2.0759629751754005,0,1,1,1,False,False,True
0,1,1,2.4747257136206025,1,3,4.060633582499278,1,0,5,0,True,False,False
0,2,1,-0.1260412281098146,0,0,-0.1724051254292727,0,0,1,1,False,False,True
0,1,1,0.9773144441394531,0,0,-0.16255564350706983,0,0,1,1,False,False,True
0,3,1,0.11039213022931418,3,0,-0.3156703170249508,0,0,4,0,False,False,True
0,1,1,-0.2048523475561909,0,0,0.2907443767761303,1,0,1,1,False,False,True
0,3,1,-0.5989079447880722,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,1,1,-0.2048523475561909,0,0,-0.16255564350706983,0,0,1,1,False,False,True
0,2,1,0.031581010782937916,1,1,-0.1724051254292727,0,3,3,0,False,False,True
1,1,0,-0.520096825341696,0,1,0.851194224668633,1,2,2,0,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49661783564008205,0,0,1,1,True,False,False
0,3,1,2.4353201538974143,0,0,,0,0,1,1,False,False,True
1,3,0,0.5044477274611955,0,2,-0.41983664701927337,0,2,3,0,False,False,True
0,3,1,-1.3082080198054586,4,2,-0.07592497296405826,0,3,7,0,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.5028104735468053,0,0,1,1,False,False,True
1,1,0,-0.04723010866343835,0,0,3.3336379493767994,1,1,1,1,False,False,True
1,3,0,-0.520096825341696,0,0,-0.49736281463637966,0,1,1,1,False,False,True
0,1,1,0.9773144441394531,0,0,-0.16255564350706983,1,0,1,1,False,False,True
1,3,0,-0.28366346700256717,0,2,-0.3913322463364183,0,2,3,0,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.4995279098443693,0,1,1,1,False,True,False
0,3,1,-1.7810747364837163,1,1,-0.3649929408615529,0,3,3,0,True,False,False
1,2,0,-0.28366346700256717,0,0,-0.3962569872975197,0,1,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5126599554690081,0,0,1,1,False,False,True
0,2,1,0.8985033246930769,0,0,-0.4052110617722496,0,3,1,1,False,False,True
1,3,0,-0.28366346700256717,1,1,-0.24359001750337528,0,2,3,0,False,False,True
0,1,1,1.4501811608177106,0,0,0.2662693096069037,1,0,1,1,True,False,False
0,3,1,-0.9141524225735773,2,2,-0.022424377977547216,0,0,5,0,False,False,True
1,1,0,-0.2048523475561909,0,0,-0.14158878271704234,0,2,1,1,True,False,False
1,3,0,-0.5989079447880722,0,0,-0.4775152131556934,0,1,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5028104735468053,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5086306219553797,0,0,1,1,True,False,False
0,3,1,-0.520096825341696,1,0,-0.3890937277177358,0,0,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.508555407729792,0,0,1,1,True,False,False
0,3,1,0.8196922052467006,1,5,-0.07592497296405826,0,0,7,0,False,False,True
1,2,0,-1.150585780912706,0,2,0.060400810913704174,0,1,3,0,False,False,True
1,2,0,-0.7565301836808248,0,0,0.02010747577741971,0,1,1,1,False,False,True
0,1,1,1.9230478774959683,1,0,0.35484122349603664,1,0,2,0,True,False,False
1,2,0,0.5044477274611955,0,3,0.060400810913704174,1,2,4,0,False,False,True
1,1,0,2.7111590719597314,0,2,0.851194224668633,1,2,3,0,True,False,False
0,2,1,0.031581010782937916,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,1,1,0.5832588469075718,1,1,0.851194224668633,1,0,3,0,True,False,False
1,1,0,-0.9141524225735773,1,0,0.31290571110108684,1,2,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
1,1,0,-0.2048523475561909,1,1,3.794622356374213,1,2,3,0,True,False,False
0,2,1,0.8196922052467006,0,0,-0.3514866149238703,0,0,1,1,False,False,True
1,2,0,-0.6777190642344485,0,1,-0.2619458701765715,0,1,2,0,False,False,True
0,3,1,-0.9929635420199536,2,0,-0.4938563990720754,0,0,3,0,False,False,True
1,3,0,-0.2048523475561909,8,2,0.6074947613196998,0,1,11,0,False,False,True
0,2,1,0.8196922052467006,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,2,1,0.346825488568443,1,0,-0.1724051254292727,0,0,2,0,False,False,True
0,1,1,-0.2048523475561909,0,0,-0.1724051254292727,0,0,1,1,False,False,True
0,3,1,-1.426424698975023,1,1,-0.37834883834805993,0,3,3,0,False,False,True
0,2,1,2.4747257136206025,0,0,-0.4168513585893984,0,0,1,1,False,True,False
0,2,1,-1.70226361703734,0,2,-0.05600215725778427,0,3,3,0,False,False,True
0,3,1,0.2680143691220667,0,0,-0.49736281463637966,0,0,1,1,False,False,True
0,1,1,-1.8598858559300926,0,2,1.7706290355871113,1,3,3,0,True,False,False
1,3,0,-0.9141524225735773,0,0,-0.49878114003317686,0,1,1,1,False,False,True
0,2,1,-0.520096825341696,0,0,-0.449981434145899,0,0,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49273713976273414,0,2,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.3604406893986002,0,1,1,1,False,True,False
0,3,1,-2.306744903191046,0,2,-0.38013965324300597,0,3,3,0,False,False,True
0,1,1,1.3713700413713346,1,0,3.4365345916106054,1,3,2,0,True,False,False
1,2,0,-1.70226361703734,1,1,-0.1724051254292727,0,1,3,0,False,False,True
0,2,1,-0.3624745864489434,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,1,1,-0.2048523475561909,0,0,-0.17703080030291812,0,0,1,1,True,False,False
1,3,0,0.4256366080148193,0,0,-0.49922884375691334,0,1,1,1,False,True,False
0,2,1,-0.4412857058953197,0,0,-0.449981434145899,0,0,1,1,False,False,True
