Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,Title,FamilySize,Is_Alone,Embarked_C,Embarked_Q,Embarked_S
1,1,0,0.2680143691220667,0,0,-0.14158878271704234,1,1,1,1,True,False,False
0,3,1,-0.3624745864489434,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,3,1,0.18920324967569047,0,0,-0.2346359430286454,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5117645480215351,0,0,1,1,False,False,True
0,2,1,-0.9929635420199536,0,0,0.6782319496700658,0,0,1,1,False,False,True
1,2,0,2.395914594174226,1,0,-0.1724051254292727,0,2,2,0,False,False,True
1,3,0,0.6620699663539481,4,2,-0.49878114003317686,0,1,7,0,False,False,True
0,1,1,0.9773144441394531,0,0,0.12307933223681333,1,0,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.4969151109126431,0,1,1,1,False,True,False
0,1,1,2.159481235835097,1,1,2.314440422290671,0,0,3,0,False,False,True
1,1,0,1.6078033997104633,1,1,3.149556504695513,1,2,3,0,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,2,0,0.031581010782937916,1,0,-0.3898404975289283,0,1,2,0,True,False,False
0,3,1,-0.6777190642344485,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,2,0,-0.5989079447880722,0,0,-0.449981434145899,1,2,1,1,False,False,True
0,3,1,-0.6777190642344485,0,0,-0.4984086505350281,0,0,1,1,False,False,True
1,1,0,1.8442367580495922,0,0,-0.14651352367814383,0,2,1,1,True,False,False
1,3,0,-0.2048523475561909,0,2,-0.3649929408615529,0,2,3,0,True,False,False
0,3,1,-0.520096825341696,0,0,-0.4984086505350281,0,0,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49922884375691334,0,1,1,1,False,True,False
0,3,1,0.8590977649698888,0,0,-0.36760394897838405,0,0,1,1,False,False,True
0,2,1,0.5044477274611955,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,2,1,-1.2293969003590823,0,0,0.5260126835996579,0,0,1,1,False,False,True
1,1,0,-0.6777190642344485,0,0,-0.16255564350706983,0,1,1,1,False,False,True
0,3,1,-0.6777190642344485,1,0,-0.5216892441693257,0,0,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4969151109126431,0,0,1,1,False,True,False
0,1,1,0.7408810858003243,1,0,0.6385349558937984,1,0,2,0,True,False,False
0,3,1,-0.7565301836808248,0,0,-0.49736281463637966,0,0,1,1,False,False,True
0,1,1,2.7111590719597314,1,0,0.7095712103316205,1,0,2,0,True,False,False
0,3,1,-0.7565301836808248,0,0,-0.5086306219553797,0,0,1,1,True,False,False
1,2,0,-0.9141524225735773,1,1,-0.4052110617722496,0,1,3,0,False,False,True
1,1,0,1.4501811608177106,1,0,1.2678577538310285,1,2,2,0,True,False,False
1,1,0,2.0018589969423446,0,0,-0.14158878271704234,0,2,1,1,True,False,False
1,2,0,1.213747802478582,0,2,-0.10077252963143367,0,2,3,0,False,False,True
0,1,1,1.213747802478582,1,1,1.7706290355871113,1,0,3,0,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49676647327636264,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,1,2,-0.2180709052503951,0,3,4,0,False,False,True
0,1,1,0.8985033246930769,1,0,0.2907443767761303,1,0,2,0,False,False,True
1,2,0,-0.5989079447880722,0,0,-0.2619458701765715,0,2,1,1,False,False,True
0,2,1,0.9773144441394531,1,1,-0.05600215725778427,0,0,3,0,False,False,True
1,2,0,-0.04723010866343835,1,0,-0.1724051254292727,0,2,2,0,False,False,True
1,3,0,-0.2048523475561909,1,0,-0.3791690315699452,0,2,2,0,True,False,False
1,2,0,-2.260246342717684,1,2,-0.14106586476771812,0,1,4,0,False,False,True
0,3,1,-0.7565301836808248,0,0,-0.49609491769075786,0,0,1,1,False,False,True
0,1,1,-0.2048523475561909,1,0,1.81144528867272,1,0,2,0,True,False,False
0,3,1,-0.4412857058953197,0,0,-0.4710235091615142,0,0,1,1,False,False,True
0,3,1,0.2286088093988786,0,0,-0.4678895830953587,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5028104735468053,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
0,3,1,-0.1260412281098146,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,2,0,-0.835341303127201,0,0,-0.4052110617722496,0,1,1,1,False,False,True
0,3,1,-0.6777190642344485,0,0,-0.49878114003317686,0,0,1,1,False,False,True
0,3,1,0.5438532871843836,1,0,-0.3264152063946267,0,0,2,0,False,False,True
0,3,1,-0.6777190642344485,0,0,-0.49736281463637966,0,0,1,1,False,False,True
1,2,0,-0.04723010866343835,0,2,-0.22612957227765199,0,2,3,0,False,False,True
1,3,0,-2.253941453161974,1,1,-0.41983664701927337,0,1,3,0,False,False,True
0,2,1,0.031581010782937916,0,0,-0.40991195087148274,0,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,1,1,-0.2048523475561909,0,0,-0.6380169981152265,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5028104735468053,0,0,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.4938563990720754,0,1,1,1,False,False,True
0,3,1,-0.9929635420199536,0,0,-0.4828876578405313,0,0,1,1,False,False,True
0,1,1,1.2925589219249582,0,0,0.7094225726953398,1,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
1,1,0,-0.28366346700256717,1,0,1.81144528867272,1,2,2,0,True,False,False
1,3,0,-0.2048523475561909,1,0,-0.3604406893986002,0,1,2,0,False,True,False
0,3,1,-0.2048523475561909,0,0,-0.5086306219553797,0,0,1,1,True,False,False
1,2,0,-0.7565301836808248,1,0,-0.1724051254292727,0,1,2,0,False,False,True
0,2,1,-0.1260412281098146,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,2,1,0.8196922052467006,1,0,-0.1724051254292727,0,0,2,0,False,False,True
0,2,1,0.031581010782937916,1,0,-0.2619458701765715,0,0,2,0,False,False,True
0,2,1,-0.5989079447880722,0,0,-0.449981434145899,0,0,1,1,False,False,True
1,3,0,-0.520096825341696,0,0,-0.4828876578405313,0,1,1,1,False,False,True
0,3,1,-2.273644233023568,1,1,-0.3913322463364183,0,3,3,0,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49922884375691334,0,1,1,1,False,True,False
1,3,0,-1.6234524975909637,1,1,-0.3649929408615529,0,1,3,0,True,False,False
1,3,0,-2.1751303337155976,1,1,-0.2760485374742711,0,1,3,0,False,False,True
0,3,1,0.5044477274611955,0,0,-0.5081829182316432,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.5081829182316432,0,0,1,1,False,False,True
0,1,1,-0.4412857058953197,1,0,0.8352273190652948,1,0,2,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.508555407729792,1,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,1,1,-0.2048523475561909,0,0,0.07114570028338005,0,0,1,1,False,False,True
1,3,0,0.031581010782937916,0,0,-0.5135553629164812,0,1,1,1,False,True,False
0,3,1,-0.2048523475561909,0,0,-0.508555407729792,0,0,1,1,True,False,False
0,1,1,1.8442367580495922,1,1,0.8279136310343354,1,3,3,0,False,False,True
0,3,1,0.5044477274611955,0,0,-0.4678895830953587,0,0,1,1,False,False,True
0,3,1,-0.28366346700256717,0,0,-0.49661783564008205,0,0,1,1,False,False,True
1,2,0,-2.253941453161974,1,2,0.10658950868415079,0,1,4,0,True,False,False
0,3,1,-0.2048523475561909,2,0,-0.24978265541009842,0,0,3,0,True,False,False
0,1,1,0.031581010782937916,0,0,0.17680377908519262,0,0,1,1,False,False,True
0,3,1,-0.04723010866343835,0,0,-0.49736281463637966,0,0,1,1,False,False,True
0,3,1,0.18920324967569047,0,0,-0.49878114003317686,0,0,1,1,False,False,True
0,2,1,-0.2048523475561909,0,0,-0.36857457065144483,1,0,1,1,True,False,False
0,2,1,1.0561255635858293,0,1,-0.2619458701765715,0,0,2,0,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.4828876578405313,0,0,1,1,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49922884375691334,0,1,1,1,False,True,False
1,1,0,2.7111590719597314,1,1,-0.16255564350706983,1,2,3,0,False,False,True
0,1,1,0.031581010782937916,1,2,2.0759629751754005,1,0,4,0,False,False,True
0,3,1,-2.267339343467858,0,1,-0.47057580543777766,0,3,2,0,False,False,True
0,1,1,2.0018589969423446,1,1,1.036394928659261,1,0,3,0,False,False,True
1,3,0,1.213747802478582,1,0,-0.3853634602915633,0,2,2,0,False,False,True
0,3,1,-0.9141524225735773,0,0,-0.4828876578405313,0,0,1,1,False,False,True
0,3,1,-0.5989079447880722,0,0,-0.5086306219553797,0,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.5023627698230688,0,0,1,1,False,False,True
1,3,0,0.5832588469075718,0,0,-0.49922884375691334,0,1,1,1,False,True,False
1,1,0,2.0018589969423446,0,0,1.7909243407915338,1,2,1,1,True,False,False
1,3,0,-0.9929635420199536,0,0,-0.4995279098443693,0,1,1,1,False,True,False
0,1,1,2.159481235835097,1,0,1.9858993124787774,1,0,2,0,True,False,False
0,2,1,-0.835341303127201,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49736281463637966,0,0,1,1,False,False,True
0,2,1,-0.5989079447880722,2,0,-0.07391030620724402,0,0,3,0,False,False,True
0,3,1,-0.28366346700256717,0,0,-0.49878114003317686,0,0,1,1,False,False,True
0,3,1,-0.3624745864489434,0,0,-0.508555407729792,1,0,1,1,True,False,False
0,2,1,-0.28366346700256717,0,0,-0.4052110617722496,1,0,1,1,False,False,True
0,1,1,0.2680143691220667,0,0,-0.16255564350706983,0,0,1,1,False,False,True
1,1,0,0.7408810858003243,0,0,3.146646430491226,0,1,1,1,False,False,True
0,3,1,-0.520096825341696,0,0,-0.5117645480215351,0,0,1,1,False,False,True
1,2,0,-1.387019139251835,2,1,0.060400810913704174,1,1,4,0,False,False,True
0,1,1,1.2925589219249582,0,0,0.7803083986819865,0,0,1,1,True,False,False
0,2,1,-0.04723010866343835,1,0,-0.1724051254292727,0,0,2,0,False,False,True
0,2,1,-0.6777190642344485,0,0,-0.4052110617722496,0,0,1,1,False,False,True
1,2,0,1.4501811608177106,0,2,0.02010747577741971,0,2,3,0,False,False,True
0,1,1,0.7408810858003243,0,0,-0.10614497431627161,1,0,1,1,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.5086306219553797,0,0,1,1,True,False,False
1,3,0,-0.835341303127201,1,1,-0.35611228979751575,0,2,3,0,True,False,False
0,3,1,-0.2048523475561909,0,0,-0.49661783564008205,0,0,1,1,False,False,True
0,1,1,0.031581010782937916,0,0,-0.1724051254292727,1,0,1,1,False,False,True
0,2,1,0.18920324967569047,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,3,1,0.7408810858003243,0,2,-0.508555407729792,0,0,3,0,True,False,False
0,2,1,-0.3624745864489434,0,0,-0.07391030620724402,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.508555407729792,0,3,1,1,True,False,False
0,2,1,-0.9141524225735773,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,3,1,0.18920324967569047,0,0,-0.5022875555974811,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,1,9,0.6074947613196998,0,0,11,0,False,False,True
1,1,0,2.2382923552814735,0,1,8.536850626642334,1,2,2,0,True,False,False
0,3,1,-0.2048523475561909,1,1,-0.37834883834805993,0,3,3,0,False,False,True
1,3,0,-1.07177466146633,0,0,-0.5010196586518594,0,1,1,1,False,False,True
0,2,1,-0.28366346700256717,0,0,-0.4052110617722496,0,0,1,1,False,False,True
1,3,0,0.6620699663539481,0,0,-0.508555407729792,0,2,1,1,True,False,False
0,2,1,-0.4412857058953197,0,0,-0.3962569872975197,0,0,1,1,False,False,True
1,2,0,0.11039213022931418,0,0,-0.2619458701765715,0,1,1,1,False,False,True
1,1,0,1.213747802478582,0,1,0.49661287546932986,1,2,2,0,True,False,False
0,2,1,-0.3624745864489434,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,2,1,-0.9141524225735773,0,0,0.6782319496700658,0,0,1,1,False,False,True
0,2,1,1.528992280264087,1,2,0.5260126835996579,0,0,4,0,False,False,True
1,3,0,-2.319354682302466,1,2,-0.2695568334800919,0,1,4,0,False,False,True
0,1,1,1.6078033997104633,0,0,-0.1724051254292727,1,0,1,1,False,False,True
1,1,0,2.31710347472785,2,0,0.2838801832838024,1,2,3,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4969151109126431,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
1,3,0,0.031581010782937916,1,0,-0.35954528195112717,0,2,2,0,False,False,True
0,3,1,-1.1899913406358942,8,2,0.6074947613196998,0,3,11,0,False,False,True
1,2,0,-0.4412857058953197,1,1,0.024659727240372336,0,2,3,0,True,False,False
1,2,0,0.11039213022931418,0,0,-0.2619458701765715,0,2,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4828876578405313,0,0,1,1,False,False,True
1,1,0,-0.3624745864489434,1,0,0.35484122349603664,1,2,2,0,True,False,False
1,3,0,-0.2048523475561909,1,9,0.6074947613196998,0,2,11,0,False,False,True
0,3,1,-0.2048523475561909,1,0,-0.3790956081592524,0,0,2,0,True,False,False
1,3,0,-0.5989079447880722,0,0,0.07271266331645776,0,1,1,1,False,False,True
1,1,0,1.213747802478582,0,1,0.42572704948268325,0,2,2,0,True,False,False
0,2,1,-0.04723010866343835,0,0,-0.3898404975289283,0,0,1,1,True,False,False
0,2,1,-0.6777190642344485,1,0,-0.4320732851964392,0,0,2,0,False,False,True
1,1,0,0.11039213022931418,0,0,1.7706290355871113,1,1,1,1,True,False,False
0,1,1,1.528992280264087,0,0,-0.6380169981152265,1,0,1,1,False,False,True
0,2,1,1.1349366830322056,0,0,-0.4052110617722496,0,0,1,1,False,False,True
1,1,0,1.9230478774959683,1,1,0.8279136310343354,1,2,3,0,False,False,True
1,1,0,1.213747802478582,0,0,4.060633582499278,0,1,1,1,True,False,False
1,3,0,-0.5989079447880722,2,0,-0.4828876578405313,0,1,3,0,False,False,True
0,2,1,-0.6777190642344485,0,0,-0.4320732851964392,0,0,1,1,False,False,True
0,1,1,2.0018589969423446,0,0,0.2573904493577615,1,0,1,1,False,False,True
0,3,1,-1.938696975376469,4,2,-0.07592497296405826,0,3,7,0,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.49922884375691334,0,0,1,1,False,True,False
0,3,1,-0.28366346700256717,0,0,-0.4969151109126431,0,0,1,1,False,True,False
1,3,0,-0.2048523475561909,0,0,-0.37834883834805993,0,2,1,1,False,False,True
1,3,0,-0.835341303127201,1,0,-0.3496958000289243,0,2,2,0,False,False,True
0,2,1,-0.2048523475561909,0,0,-0.40744958039093204,0,0,1,1,False,False,True
1,2,0,-0.4412857058953197,1,2,0.5260126835996579,0,1,4,0,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.49878114003317686,0,0,1,1,False,False,True
0,2,1,2.159481235835097,0,0,-0.4052110617722496,0,0,1,1,False,False,True
0,3,1,-0.6777190642344485,0,0,-0.49922884375691334,0,0,1,1,False,True,False
0,3,1,-1.8598858559300926,3,1,-0.26060275900536206,0,3,5,0,False,False,True
0,1,1,-0.520096825341696,0,0,1.036394928659261,1,0,1,1,False,False,True
1,1,0,1.6866145191568396,0,1,0.06756407049348805,1,2,2,0,False,False,True
0,3,1,-1.3082080198054586,0,2,-0.27537698188866633,0,3,3,0,False,False,True
0,2,1,1.3713700413713346,0,0,-0.449981434145899,0,0,1,1,False,False,True
0,3,1,-0.04723010866343835,3,1,-0.24359001750337528,0,0,5,0,False,False,True
1,1,0,-0.9141524225735773,1,0,0.43647193885235913,1,2,2,0,False,False,True
0,3,1,-0.4412857058953197,0,0,-0.5081829182316432,0,0,1,1,False,True,False
1,1,0,1.4501811608177106,1,1,0.7803083986819865,1,2,3,0,True,False,False
0,3,1,-0.5989079447880722,0,0,-0.49878114003317686,0,0,1,1,False,False,True
0,3,1,0.11039213022931418,0,0,-0.4995279098443693,0,0,1,1,False,True,False
1,1,0,0.031581010782937916,0,0,2.314440422290671,1,1,1,1,False,False,True
0,2,1,0.6620699663539481,1,0,-0.2619458701765715,0,0,2,0,False,False,True
1,1,0,-0.5989079447880722,0,1,0.42572704948268325,0,1,2,0,True,False,False
0,1,1,-0.9929635420199536,0,0,0.20545681740432825,0,0,1,1,False,False,True
0,1,1,1.0561255635858293,1,0,-0.14158878271704234,1,0,2,0,True,False,False
0,2,1,-0.7565301836808248,0,0,-0.38976528330334054,1,0,1,1,True,False,False
0,2,1,-0.520096825341696,1,0,-0.449981434145899,0,0,2,0,False,False,True
0,1,1,1.6078033997104633,1,1,3.149556504695513,1,0,3,0,True,False,False
1,3,0,-0.2048523475561909,0,0,-0.49975176170623753,0,1,1,1,False,True,False
1,3,0,-2.0963192142692213,1,1,-0.3913322463364183,0,1,3,0,False,False,True
1,3,0,-0.2048523475561909,0,0,-0.49922884375691334,0,1,1,1,False,True,False
1,1,0,0.5832588469075718,1,0,0.973716407336152,1,2,2,0,False,True,False
1,3,0,-0.1260412281098146,0,0,-0.49878114003317686,0,1,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
1,1,0,0.7408810858003243,0,0,1.3121804224809415,1,2,1,1,True,False,False
0,3,1,0.7014755260771361,0,0,-0.5081829182316432,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,0,0,-0.4938563990720754,0,0,1,1,False,False,True
0,3,1,-0.2048523475561909,1,1,-0.23762123145852032,0,3,3,0,True,False,False
